,links,dates,titles,content
14,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2020/06/June-23-NR-Seniors-Advocate-Property-Tax-Deferral.pdf,"Jun 23, 2020","Seniors Advocate Property Tax Deferral (pdf, 142 KB)","1  NEWS RELEASE FOR IMMEDIATE RELEASE June 23, 2020 Seniors Advocate Reminds Seniors of the Option for Property Tax Deferral Victoria, B.C.Š B.C.™s Seniors Advocate Isobel Mackenzie is reminding seniors they can defer paying their property tax through the provincial Property Tax Deferment (PTD) Program.   ﬁWith the PTD program, the province pays the property tax on behalf of the senior directly to the local government. The senior homeowner does not need to pay back the money to the province until the property is sold,ﬂ said Mackenzie. ﬁThe PTD program has been gaining in popularity and had 63,581 deferrals in 2018/19 with an average of $4,064 in property tax deferred.ﬂ  New in 2020, is an online application and the ability to automatically renew each year. Previously, applications were paper based only and needed to be re-submitted each year. Seniors can now visit the Ministry of Finance website and complete the form online or download the form and mail it in. For individuals without the internet or those needing more assistance, they can call the Ministry of Finance at 1-888-355-2700, and an agent can help with the application process. Seniors can also visit their local Service BC office or municipal government office if there is one open in their area and receive a copy of the form.   Due to the COVID-19 pandemic, many municipalities have extended their property tax deadline and penalty rate and date, so homeowners are encouraged to contact their municipality to understand their tax deadline.   Learn More:  For information about the Property Tax Deferment Program and to apply online, visit: https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/defer-taxes For assistance with applying to the Property Tax Deferment Program, contact the Ministry of Finance: Toll-free 1-888-355-2700 Office: 250-387-0555 Email: TaxDeferment@gov.bc.ca  For information about the Office of the Seniors Advocate, visit: https://www.seniorsadvocatebc.ca/   Media Contact Celine Comeau | Communications Officer  Cell: 250-886-4307 2   BACKGROUNDER  B.C.™s Property Tax Deferment (PTD) program allows eligible homeowners 55 and older, surviving spouses and persons with disabilities to defer paying their property taxes.    The deferred taxes accrue and are paid back when the house is sold, or if the homeowner wishes, they can pay back all or a portion of the deferred amounts earlier.     Each year there is an average of $172 million taxes deferred and $70.6 million repaid.   The PTD program began in 1974, and as of September 30, 2019, the cumulative total amount of property tax deferred is $1.35 billion.    There are currently 63,581 homeowners deferring their property tax with the average homeowner using the PTD program accruing a cumulative total of $21,502 in deferred property taxes.    There are more than 10,000 new applicants for PTD each year. In the past five years, the number of new users has increased by 148%.   While the PTD program is growing each year, 2019/20 saw fewer new users for the first time: 11,879 new users in 2018/19 compared to 13,719 in 2017/18.   The median assessed value of the homes in B.C. for which property taxes were deferred in 2018/19 was $998,000, up 10% from the previous year.    The total amount of property tax deferred in 2018/19 was over $237 million, a 14% increase over the previous year. Of this amount, approximately $37 million were newly deferred.    The PTD deferral program charges simple interest only. Under the regular program, homeowners are charged simple interest at a rate not greater than 2% below the prime rate. Currently, the interest rate is 1.95%. Over the past five years, the interest rate has ranged from a low of .85% to 1.95%."
15,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2020/06/June-15-Statement-World-Elder-Abuse-Awareness-Day_.pdf,"Jun 15, 2020","B.C.’s Seniors Advocate Statement on World Elder Abuse Awareness Day 2020 (pdf, 144 KB)","1  STATEMENT FOR IMMEDIATE RELEASE June 15, 2020 B.C.™s Seniors Advocate Statement on World Elder Abuse Awareness Day 2020 Victoria, B.C.Š"" June 15th was designated World Elder Abuse Awareness Day (WEAAD) by the United Nations in 2011. Today is an opportunity to reflect and to educate ourselves, our seniors, organizations, and policymakers on the realities of elder abuse in our community.ﬂ  ﬁElder abuse takes many forms, whether it is psychological, financial, emotional, physical or sexual abuse. We all have a role to play in helping to eliminate elder abuse by educating ourselves on the signs and symptoms of elder abuse and reporting concerns to the appropriate people.ﬂ  ﬁIn addition to a current systemic review of elder abuse and neglect that is currently underway, my office, along with the BC Securities Commission produced an educational video about the signs of financial elder abuse, which includes the mishandling of an older person™s money or property and acts of fraud. This is very timely as the challenges of responding to the COVID-19 pandemic may place increased pressure on seniors to financially support family members or as seniors look to new investments during the current uncertainty in the markets.ﬂ   ﬁMy office has also worked with the Office of the Information and Privacy Commissioner to launch an awareness campaign to help seniors understand how to protect their privacy online and off, with tips about protecting your personal information. This is particularly important as more seniors turn to the internet during the pandemic for ordering goods and supplies and to communicate with friends and family.ﬂ ﬁAs the world collectively places their attention upon elder abuse, you will see symbols of supports across the province with purple lights illuminating the Legislature and the WEAAD flag flown in Victoria, people wearing purple clothing or dawning purple ribbons. Today, I encourage you to educate yourself about elder abuse and to know how to report it. Elder abuse is preventable, and everyone has a role to play.ﬂ View the financial elder abuse video https://vimeo.com/429153502 View the privacy brochure for seniors https://www.oipc.bc.ca/media/17317/privacy-tips-for-seniors-brochure_oipc_seniors-advocate.pdf Isobel Mackenzie Seniors Advocate   Media Contact Celine Comeau | Communications Officer Cell: 250 886-4307 www.seniorsadvocatebc.ca 2  BACKGROUNDER  Identifying Elder Abuse The abuser is often a spouse or partner, family member (often adult child), caregiver, friend, or a trusted person in the senior™s life. Financial abuse is often accompanied by other forms of abuse, such as emotional abuse, physical abuse, or denial of rights.  Specific signs of financial abuse may include:  the senior not having sufficient cash for their daily expenses  the senior not knowing the details of their financial position or being evasive about it when questioned  adult children living with the senior with no visible means of support  the senior having paid for goods and services which they do not need Reporting Financial Elder Abuse Elder Financial abuse can be reported to the following agencies.   RCMP/Local Police   BC Securities Commission  Telephone: 1-800-373-6393 (toll free) or 604-899-6854 Email: inquiries@bcsc.bc.ca Website: www.investright.org   Consumer Protection BC   Website: https://www.consumerprotectionbc.ca/consumer-help/ Telephone: 1 888-564-9963   Seniors First BC  Telephone: 1-866-437-1940 (toll-free) or 604-437-1940         Website: http://seniorsfirstbc.ca/ Seniors Abuse & Information Line (SAIL): TTY: 604-428-3359TTY Teletype for the deaf   Regional Health Authorities   Their role as designated agency is to respond to all types of seniors™ abuse. Website: https://www2.gov.bc.ca/gov/content/health/about-bc-s-health-care-system/partners/health-authorities/regional-health-authorities    Government of BC Œ Scams and Frauds Website: https://www2.gov.bc.ca/gov/content/family-social-supports/seniors/financial-legal-matters/scams-and-fraud"
16,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2020/06/Statement-Seniors-Advocate-BC-Seniors-Week.pdf,"Jun 01, 2020","B.C.’s Seniors Advocate Statement on Seniors’ Week (pdf, 167 KB)","Media Contact Celine Comeau | Communications Officer Cell: 250-886-4307 www.seniorsadvocatebc.ca      STATEMENT FOR IMMEDIATE RELEASE June 1, 2020  Seniors Advocate  Victoria, B.C.""Each year, the first week of June in traditionally a time when we celebrate the contributions of those one million British Columbians who are over the age of 65. The week is generally filled with events that gather seniors together, with government officials cutting cakes and presenting recognition awards. My office is usually engaged in activities throughout the province and I generally issue a statement that speaks to the diversity of seniors and to the extraordinary contribution they make to our community through prolific volunteering  -Week in B.C. However, I think there is a reason to celebrate as enthusiastically as in past years. Although these are uncertain times, I find hope in how the public has shown that, when the chips are down, when seniors are in need, we mobilize as a community, a province and a country, and we say loud and clear to You matter to us and we are here for you.  ensuring that our elderly family, friends and neighbours had the groceries and medications they needed.  When the province asked people to call 2-1-1 and volunteer to help seniors in their community, the phone lines momentarily crashed from the overwhelming response. Eight weeks later, we find ourselves with 10,000 volunteers throughout the province who have provided over 50,000 virtual visits and phone calls, almost 11,000 grocery deliveries and over 14,000 meal deliveries to seniors who are isolated at home.  In addition, everywhere we turn, companies and community fundraisers are stepping up to provide tablets to care homes, allow of frail seniors. Governments at the local, provincial, and federal levels have made loud and clear commitments to support  advocates are now happening around dinner tables from Corner Brook to Nanaimo. This level of engagement and commitment is what we need and as we launch  during a pandemic. Let us also celebrate this fact: we have shown that, as British Columbians, we clearly cherish and value the older adults in our lives, and we are committed to providing them with the best possible care and support."
17,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2020/02/ABillionReasonsToCare-NR.pdf,"Feb 04, 2020","A Billion Reasons to Care: A Funding Review of Contracted Long-Term Care in B.C. (pdf, 249 KB)","1  For Immediate Release February 4, 2020 Contracted Long-term Care System Needs Better Monitoring of Care Hours, Tighter Financial Oversight and More Transparency VICTORIA, B.C.  A Billion Reasons to Care. The report is the first provincial review of the $1.4 billion-dollar contracted long-term care sector in British Columbia. The review examined industry contracts, annual audited financial statements and detailed reporting on revenue and expenditures for the years 2016/17 and 2017/18. -term care homes costs taxpayers almost $1.3 billion a year, and it is important to examine the levels of accountability, monitoring, and financial oversight in one of the largest contracted sectors within government. The public needs to know whether contracted long-term care homes are said Mackenzie. The review found:  financial reporting systems were inconsistent between health authorities and they lacked openness and transparency  there was insufficient detail for significant expenditures related to management fees, head office allocation and some administrative costs  the method to report direct care hours was based on self-reported unaudited expense reports prepared by the care home operators with no ability to verify the reported worked hours  less than half of care home operators are required to make their audited financial statements available to the public and no care homes publicly report their expense statements  Overall the contracted long-term care sector:  generated $1.4 billion in revenue of which $1.3 billion came from public funding  Spent 54% of revenue for direct care staff, the single largest expenditure  Spent 15% of revenue on building costs  Generated a net profit of $37 million The review found that expenditures and profits were not evenly distributed between care homes and there was a distinct difference based on type of ownership:    care homes in the not-for profit sector spent 59% of revenues on direct care versus 49% in the for-profit sector  not-for-profit care homes spent 9% of revenue on building expenses versus 20% in the for-profit sector   for-profit care homes generated 12 times the amount of profit generated in the not-for-profit sector, $34.4 million versus $2.8 million 2  The report found that while receiving, on average, the same level of public funding:  not-for-profit care homes spend $10,000 or 24% more per year on care for each resident  for-profit care homes failed to deliver 207,000 funded direct care hours  not-for-profit care homes exceeded direct care hour targets by delivering an additional 80,000 hours of direct care beyond what they were publicly funded to deliver The review found that for-profit care homes have lower costs than not-for-profit care homes for each worked hour of direct care across all direct care classifications and care aide wages in for-profit care homes can be paid as much as 28% or $6.63 less per hour than the industry standard. of for-profit operators paying lower wages, the degree to which this is impacting their ability to recruit said Mackenzie. The review also found problems with building costs, particularly capital building costs that are publicly funded through payments to the operator. We fund over $200 million a year for building costs across the sector but we do not attempt to determine if the taxpayer is receiving good value for money and paying fair market rates said Mackenzie.  The review found a lack of detail for how operators engage with related businesses as there was no requirement for them to declare if they have a financial interest in a company they contract with to supply goods or services to their publicly funded care home. There was no requirement for operators to declare if they were receiving executive compensation in addition to reported profits.  The report produced five recommendations.  The full report can be found at https://www.seniorsadvocatebc.ca/ Please Note: In British Columbia there are more than 27,000 seniors who live in one of 300 publicly-funded long-term care homes. These care homes are owned and operated by health authorities, private companies and not-for-profit societies. There are an estimated additional 3,000 seniors living in privately run care homes that do not receive any government funding, these care homes were not part of the   --30--     Celine Comeau | Communications Officer Cell: 250-886-4307 6th Floor, 1405 Douglas Street PO Box 9651 STN PROV GOVT Victoria BC  V8W 9P4"
18,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2019/12/MonitoringReport2019-NR.pdf,"Dec 12, 2019","Seniors Advocate releases the fifth annual Monitoring Seniors Services report (pdf, 235 KB)","NEWS RELEASE December 12, 2019 For Immediate Release  Office of the Seniors Advocate releases 2019 Monitoring Seniors Services report Victoria, B.C.The B.C. Seniors Advocate, Isobel Mackenzie, today released the Monitoring Seniors Services 2019 (MSS 2019) report. The report, published annually, measures the performance of senior services across health care, housing, transportation, income supports, and personal supports.  The MSS 2019 report provides a comprehensive picture of the services being offered to B.C. seniors and highlights some of the gaps in those services. Over the past five years, it has become clear that the province needs better data when it comes to information on the magnitude or root causes of elder abuse and  ve work to do in terms of increasing our vaccination rates among seniors, and among the public as well. The public health data is clear: vaccine efficacy diminishes with age he best protection for frail and elderly seniors is not only the vaccination of seniors, but of the people  There is mixed progress on home supports. We saw progress on short-term home support clients, and that is directly linked to the reduced length of stay in hospitals; however, we fell behind a little on the client count for long-term home support and hopefully this will be a focus in the coming year.  While the Shelter Aid for Elderly Renters (SAFER) program is offering more subsidy to more seniors, there is a worrisome trend developing in the number of seniors subsidized housing units. There was also positive news this year. The government made a commitment to invest in Adult Day Programs. The results of those investments are now visible, with a 10% increase in clients for Adult Day Programs and a 1This is welcomed news for many families who can now find some respite for themselves, and some needed company for their loved ones.  Highlights from the report:  The proportion of the seniors population grew from 14% in 2008 to 18% in 2018; those aged 75-84 and 85 or older have remained at 5% and 2% since 2008.  The distribution of the seniors population is not consistent across the province with the percentage of seniors ranging from a high of 24% on Vancouver Island to a low of 13% in Northern Health.   37% of seniors received the publicly funded flu vaccine; 87% of long-term care residents and 74% of staff were vaccinated.  Marked improvement in the access to Adult Day Programs with 10% more clients and a 1.5% reduction in the waitlist. NEWS RELEASE  Short-term home support experienced an increase in clients, which links to the reduction of the average length of stay in hospitals; however, long-term home supports saw a decrease in both the number of clients and in the average hours per client.  Long-term care experienced increases in wait times and in the number of seniors placed on the wait list, although both wait times and waiting list are shorter than 2014/15 when data were first reported.   Small incremental increases in the number of funded long-term care beds, with an increase of 464 beds (2%) over the past five years.   Assisted living continues to see flat to negative growth and the waiting list now represents 20% of total available units.  Better at Home saw an increase in the number of services offered; however, there is a continued trend of fewer new clients each year; this is reflective of existing clients staying on service and fixed funding that creates waiting lists.  Alzheimer Society First Link dementia support served 11,567 unique clients in 105 communities, with 5,000 new clients.  Property tax deferral continues to grow with a total of 63,581 seniors deferring over $237 million.   The Shelter Aid for Elderly Renters (SAFER) subsidy continues to grow beyond the rate of population growth; showing an increase in the proportion of seniors that rent and who require financial support. A total of 24,233 seniors were SAFER recipients with an average subsidy of $215 per month.  This is the fifth straight year there is a decline in the number of seniors subsidized housing units and an increase in the number of seniors on the waiting list. This year the waitlist increased by 14%.  The number of HandydDART clients in the BC transit system are down for the second year in a row, although up in the TransLink system.  29% (264,000) B.C. seniors are in receipt of the Guaranteed Income Supplement (GIS). The 3.9% increase in recipients is proportionate to the increase in the population.    The elimination of MSP premiums and recent changes to the Pharmacare deductibles and co-payments will have a positive financial impact on low- and moderate-income seniors. The degree of impact will vary depending on individual circumstances.   This is the fifth year of increases in the reporting of Abuse and Neglect to the Seniors Abuse and Information Line (SAIL), with a 7% increase in the last year.    The number of seniors reported missing to the RCMP increased in proportion to the seniors population growth between 2014 and 2018.     Media Contact  Celine Comeau | Communications Officer Office of the Seniors Advocate Email: Celine.Comeau@gov.bc.ca  Phone: 250 886-4307"
19,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2019/09/QuickFacts2019-NR.pdf,"Oct 10, 2019","Seniors Advocate releases the fifth annual update of the British Columbia Long-Term Care Quick Facts Directory (pdf, 108 KB)","Media Release For Immediate Release October 10, 2019  Significant Increases in Funded Care Hours in 2018/2019 The Office of the Seniors Advocate today released the 2019 update of the Quick Facts Directory (QFD). The QFD provides information on all publicly funded long-term care homes in British Columbia.  ﬁThe latest data demonstrate a significant increase in care hours over the past year, and we are clearly making considerable advancement on the goal of 3.36 hours of care per bed per day. This past year 216 facilities received an increase in their funded care hours and the percentage of care homes that are funded to the 3.36 recommended standard has doubled in the last year. The focus for the increase over the past year has been with contracted providers as they had lower funded direct care hours overall,ﬂ stated Seniors Advocate Isobel Mackenzie.  In addition to funded hours of care the QFD reports on a series of quality indicators and other information of importance for care homes. New this year to the QFD are inspection reports and it showed a total of 765 inspections which found 1,103 infractions. Of the infractions found, 21% related to care and supervision, 19% to record keeping, and 13% to staffing.  One new facility, Cariboo Place was added to the QFD, however it opened in April 2019 and will not be reporting any operational data until next year.  The age demographic did not change with an average age of 85 and 5% of residents under the age of 65.  ﬁOverall, we found the population did not change in the last year. The Case Mix Index (CMI) which is a proxy to measure complexity remained at 0.58 and the residents with moderate to severe dementia remained at 29% with the overall rate of dementia at 64%. We did see a small increase (from 30% to 31%) of residents with total dependency in activities of daily livingﬂ stated Mackenzie. Highlights of the 2018/19 QFD include:  An overall increase of 3.8% in funded direct care hours, with 73% of facilities receiving more funding and double the number meeting the 3.36 guideline.   The average amount spent on food increased by 3.2% and ranged from $5.21 per bed to $19.88 per resident per day.   The average length of stay has remained relatively stable, however, there is great variation between health authorities with a low of 707 days in the Interior and a high of 1,084 days in Northern Health.  Overall care home per diems increased by 4.6% and range from $182.23 to $272.35 per bed per day.  There was almost no change overall in the percentage of residents receiving physical/ occupational/recreational therapy.  Use of daily restraints, remained the same at 7%, although it has dropped over the last five years from a high of 11%.   There was almost no drop in the inappropriate use of antipsychotic drugs, a trend that has continued for the past three years.   The rate of reportable incidents remained relatively unchanged in the past year and has dropped from 17.5 to 15.8 over the past five years. Substantiated complaints dropped over the past year from 7.4 per 1000 beds to 5.9.  The percentage of residents with low social engagement remains unchanged from last year (48%). ﬁOverall, we have seen very positive progress in relation to care hours and a positive shift in substantiated complaints.  Progress on the appropriate use of antipsychotics has stalled in the past three years and BC remains above the national average.  ‚With the 2019 update we now have five years of data which can allow us to look at developing trends and areas where we still need to make improvement such as the use of therapies,ﬂ concluded Mackenzie.  British Columbia Long-Term Care Facilities Quick Facts Directory   Media Contact: Kathryn Hardy 250-812-1679 www.seniorsadvocatebc.ca"
20,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2019/10/International-Day-of-the-Older-Person-SA-Statement-Oct-1-2019.pdf,"Oct 01, 2019","Statement from the Seniors Advocate on International Day of the Older Person (pdf, 113 KB)","October 1, 2019  Statement from the Seniors Advocate on International Day of the Older Person In 1990, the United Nations General Assembly declared October 1st of each year as International Day of the Older Person.   Over the ensuing 29 years, the population aged 65 and older has been growing worldwide. While there are many challenges faced by all of us as we age, let us take a moment today to realize how fortunate we are to age in a country like Canada. Yes, we absolutely have issues related to income insufficiency, access to care services, appropriate and affordable housing and accessible transportation but no one in Canada, whatever their age, needs to create a GoFundMe campaign to pay for basic medical care as they do in some other countries.   Let us also be thankful we live in a province that recognizes the value of older adults through initiatives such as ending mandatory retirement and creating the first statutory office of a Seniors Advocate.   As we look to the future and the work that lies ahead to ensure all B.C. seniors can age with dignity, living where they want and with whom they want, we should take great comfort in the huge commitment that seniors make to better their communities. There are literally hundreds of thousands of seniors throughout this province volunteering to: deliver meals; provide rides to medical appointments; raise money for hospital foundations; lead chair yoga sessions and visit those who cannot get to the seniors centre. Without this selfless donation of time, government would be spending close to a billion more dollars each year on services.  And just in case you think it is only about seniors helping other seniors, take a careful look at the faces (and hair colour) of those who have galvanized their efforts to raise awareness about the environment and other global issues. You will find that B.C. seniors care very much about future generations and the greater world around them.  Yes, today let us celebrate the incredible resource we have in this province with almost a million citizens endowed with the wisdom, experience, perspective and generosity that can only come with age.  Isobel Mackenzie Seniors Advocate Province of British Columbia"
21,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2019/06/Home-Support-Review-NR.pdf,"Jun 19, 2019","Home support falling short in meeting needs; review finds inadequate levels of care (pdf, 177 KB)","OFFICE OF THE SENIORS ADVOCATE                                                             For Immediate Release June 19, 2019  Home Support Falling Short in Meeting Needs: Seniors Advocate  Review finds inadequate levels of care  VICTORIA, B.C.  home support program is unaffordable for most seniors, offers too little service for high-need clients and has created a workforce where 75 per cent of staff are casual or part-time, says B.C. Seniors Advocate Isobel Mackenzie.  In a comprehensive report released today titled , Mackenzie examines the health care program, which is a lifeline for many seniors, and makes recommendations for improvement.  for as long as possible but the system which should enable that is falling shortys Mackenzie. When more than 60 per cent of seniors are entering long-term care having received no home support in the months leading up to their placement and 62 per cent of their family members are in distress, it is time to ask how effective the program is at assisting B.C. seniors to live at home   Home support, which can include dressing, bathing, meal preparation and other tasks, is intended to allow seniors to live independently longer, delaying or preventing admission to a long-term care facility. The program also supports timely discharge from hospital.   Key findings from the review include:   Public home support is unaffordable for most seniors. A senior with an income of $27,800 is expected to pay $8,800 a year for a once-daily home support visit;  61 per cent of residents admitted to long-term care received no home support in the 90 days before admission;   15 per cent (4200 beds) of long-term-care residents could be living in the community;   On average, a long-term care bed costs taxpayers $27,740 more per year than two hours of daily home support;  Overall 63 per cent of home support clients receive less than an hour of home support per day on average;  51 per cent of home support clients are assessed as high or very high risk for placement in long-term care but receive only 1.2 hours or less of home support per day on average;  Nearly one-third of family caregivers are in distress;  The community health workers who provide home support have the highest rate of casual/part time workers of any health care classification;  Home support has not kept pace with the growing number of seniors. Over the last five years, the number of seniors has grown by 22 per cent but the number of home support clients has increased by 15 per cent;  The rate of home support clients for the population 85 and older has decreased 4.3 per cent in the last five years; The rate of home support hours for the population 85 and older has decreased 10.3 per cent in the last five years; and  Complaints to the Patient Care Quality Office have increased 62 per cent in the last five years.  These numbers are reinforced by the feedback my office received through phone calls, letters, emails and personal contacts, and together they point to need for change.  The government has made progress on many fronts in the support of seniors: they are increasing the care hours in long-term care; adding adult daycare spaces; and creating more facility-based respite. I applaud them on these efforts and thank them on behalf of the seniors who will benefit from the additional investments. However, home support is also in desperate need and we must find the prematurely into long-term care because it is the only affordable option available to them and that overwhelmcare home because they could not get just a couple of hours of home support a day,Mackenzie.  The report makes a series of recommendations focused on making the program more affordable for seniors, increasing service levels, exploring a client direct-funding model, providing seniors with consistent and comprehensive information on the services available to them and exploring ways to make the job of being a community health worker more attractive.   The complete report can be found at: www.seniorsadvocatebc.ca   For more information, or to arrange interviews, contact:  Kathryn Hardy Manager, Communications Office of the Seniors Advocate 250 812-1679 (mobile)"
22,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2019/01/MonitoringReport2018-NR.pdf,"Jan 09, 2019","Seniors Advocate releases fourth annual Monitoring Seniors Services report (pdf, 166 KB)","For Immediate Release January 9, 2019   Seniors Advocate Monitoring Seniors Services 2018 report shows significant increase in use of property tax deferral, decrease in home and community care  VICTORIA-The Seniors Advocate today released Monitoring Seniors Services 2018.  The annual report examines a range of services and supports and measures whether they are keeping pace with the increased demand of a growing  population.   number of key factors; appropriate housing, sufficient income, adequate transportation, accessible health care and assistance with personal needs all must be available if seniors   stated Seniors Advocate Isobel MackenzieEach year my office looks at how we performed in all of these key areas and produces a robust report that contains dozens of pages of data. I encourage people to read through and see what is provided to support senio continued Mackenzie.   Some highlights of the 2018 report include:   The number of seniors using property tax deferral in 2017/18 has risen 53% since 2013/14, with a 21% increase in the last year alone. In 2017/18, there were a total of 57,305 seniors deferring their property taxes, of which 13,179 were new users of the program.  Total deferrals in 2017/18 are $208,868,338.   The rent subsidies through the Shelter Aid for Elderly Renters (SAFER) program continue to grow beyond the rate of the target population.  There was a 7% increase in the number of SAFER recipients with 22,956 seniors receiving the supplement and a 34% increase in the aggregate amount paid for a total of $71 million in SAFER subsidies paid.   The number of seniors receiving home support service decreased by 1.4% despite a 4% increase in the population over age 65 and a 5% increase in the population over 85.  For those who did receive service, more hours were delivered as the total number of hours delivered remained about the same (less than 1% increase) resulting in a 2% increase in the average hours of care. Adult Day Program (ADP) access continued to decline.  There has been a 6% reduction in the number of ADP clients over the past two years with 2.8% in the last year alone, leaving a total of 5,895 ADP clients. This is coupled with an 17% reduction in the number of ADP days in the last two years (3.8 % reduction in the last year) telling us that the clients remaining are also receiving fewer days than in previous years (total of 217,990 ADP days).  Not surprisingly there is a 23% increase in the wait list for ADP.  There is a 2% decrease in publically subsidized registered assisted living units, but a 7% increase in privately funded registered assisted living units.  Long Term Care facilities saw a 2% reduction in turnover with an 8% reduction in new admissions.  Despite this, three health authorities experienced a reduction in the median length of stay.   With 1,379 people awaiting placement, waitlists as of March 2018 were 7% longer than March 2017 but 23% shorter than September 2016.  The percentage of seniors admitted to a care facility within 30 days rose to 71%, a 16% increase from the previous year. However, the rate varies between health authorities, from a low of 45% ( Island Health) to a high of 90% (Vancouver Coastal).  The increase in property offences against seniors continues to rise.  While only a 1% increase this year, for a total of 16,244 offences, there is a consistent and persistent trend that shows a 30% overall increase in property offences against seniors in the last four years.  The Seniors Abuse and Information Line (SAIL) saw a 12% increase in the number of calls received but a slight decrease (2%) in the number of calls related to elder abuse.   The Public Guardian and Trustee saw fewer Committee of Estate orders with a 5% decline this past year.   First Link saw a 10% increase this past year. A program to support those with dementia and their family members First Link is delivered by the Alzheimer Society of BC and supports 15,922 active clients.  Better at Home, a program delivered by the United Way of the Lower Mainland that addresses a number of the personal supports for seniors saw a 15% decrease in new clients. Seniors Advocate, Isobel Mackenzie comments on some of the highlights:  here are a significant number of supports for seniors, and while some services increased in tandem with the growing  population, others are not keeping up with demand.   The cost of housing is affecting seniors as the number deferring their property taxes has grown exponentially.  In addition, SAFER data show that seniors who rent are having a more difficult time as more are claiming the SAFER grant and they are receiving a higher subsidy-, telling us the gap between income and rent is growing.   The reduction in home support clients is puzzling as we should be seeing these numbers increase.  Recent announcements by the government on funding increases to home and community care are not reflected in these numbers as the effect of the increase has not yet materialized so hopefully we see this trend reversing next year.    The ADP numbers are very concerning.  However the recent announcement by the provincial government for $75 million targeted to ADP and respite will hopefully have an impact. While these numbers do not reflect the increased funding they do speak to how desperately the funding increase was needed.  ADP is often the lifeline for caregivers who are struggling to care for their loved one at home, and we need to make it more, not less accessible.   It is encouraging to see an increase in the number of seniors placed in long-term care within 30 days of assessment although some families are waiting much longer and there is significant variation between health authorities. However many seniors especially those living in Vancouver Coastal are managing to find a bed within a reasonable time.    It is certainly encouraging to see the number of families who access First Link increasing as well as seeing the continual decreases in the PGT Committee of Estate files; however the increase in property offences is of concern as seniors are particularly vulnerable. The decrease in Better at Home clients is a potential concern and we will continue to monitor.  My office will continue to work with all the various ministries, governments and service providers to ensure that we continue to try and improve the health and well-being of all   For more information contact:  Shelley Browne, Director of Communications 250-812-1679"
23,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2018/11/Seniors-Advocate-reminds-residents-of-care-homes-to-update-address-information-to-obtain-referendum-ballot.pdf,"Nov 09, 2018","Seniors Advocate reminds residents of care homes to ensure Elections BS has current address (pdf, 53 KB)","NEWS RELEASE   For Immediate Release 9 November 2018  Seniors Advocate reminds residents of care homes to ensure Elections BC has current address if they wish to receive a ballot for the current referendum  VICTORIA- Seniors Advocate Isobel Mackenzie has sent a letter to all publicly funded residential care homes asking them to ensure residents are aware of the process to obtain a ballot for the current provincial referendum on electoral reform. ﬁThere will be somewhere in the neighbourhood of 10,000 seniors who have moved into their care home since May 2017 when the current voters list was established,ﬂ said Mackenzie. ﬁIf Elections BC has not been notified of the address change and people are not having their mail forwarded, seniors who have moved into a care home are not likely receive a ballot. ﬁA simple phone call or web based communication with Elections BC will allow the senior to obtain a ballot and participate in the current referendum,ﬂ continued Mackenzie. The deadline to request a voting package is November 23, 2018 at midnight. The number to call is 1-800-661-8683. Ballots may also be requested online at elections.bc.ca and click on ﬁVoting Package Request.ﬂ Elections BC also reminds people this is an opportunity to update their address for future elections. -30- Media Contact: Shelley Browne, Director of Communications, 250. 250-812-1679 shelley.browne@gov.bc.ca "
24,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2018/10/Statement_Seniorsday_2018-2.pdf,"Oct 01, 2018","Celebrating Seniors Day 2018 (pdf, 58 KB)","STATEMENT For Immediate Release 1 October 2018   Celebrating seniors and their vital role in the province   VICTORIA- Today we are celebrating the United Nations International Day of Older Persons, and National Seniors Day in Canada and here in B.C. The United Nations designated October 1 as a day to recognize the accomplishments and essential contributions of seniors around the world in 1990. The theme of the 2018 commemoration is ﬁCelebrating Older Human Rights Champions.ﬂ  ﬁEverybody has a senior in their lives and today is a day to celebrate the role they play, whether they are grandparents, caregivers, or neighbours,ﬂ said Isobel Mackenzie, B.C. Senior™s Advocate. ﬁWhen we look at the work seniors are doing, through volunteering, helping raising grandchildren and caring for loved ones, we know they are a vital resource to the wellbeing of our province.ﬂ  Today, seniors across B.C. and internationally are celebrating what they have accomplished; recognizing their lives and achievements and the Office of the Seniors Advocate is joining in. We have much to be proud of here in B.C. and across the country and it™s worth taking some time to reflect on the vital role of seniors in our communities.   -30-  Media contact: Sandra Steilo Manager of Community Development and Communications Office of the Seniors Advocate 250-812-1679"
