,links,dates,header,body
43,https://www.nanaimobulletin.com/news/liberal-government-moves-to-define-elder-abuse-to-better-target-ways-to-stop-it/,"Jun 15, 2021",Liberal government moves to define ‘elder abuse’ to better target ways to stop it,"The federal government is launching a consultation on how it should define elder abuse, an exercise that would bring more targeted programs and policies for Canada’s aging population.About one in 10 seniors are affected by abuse or neglect, often by those who are close to them.And while there are signs and symptoms of abuse provided to the public, there is no one definition for elder abuse.Seniors Minister Deb Schulte said coming up with a definition would help focus how governments and myriad organizations work to quash neglect and financial abuse of seniors.She added that provinces and territories have talked about the need for a common definition after hearing from groups advocating for better outcomes for the country’s seniors.Schulte said organizations have flagged increasing cases of abuse, neglect, financial abuse or abuse of power-of-attorney responsibilities, all of which has been amplified because of the COVID-19 pandemic.Pandemic-related public health measures have kept some seniors isolated from friends, families and other supports where signs of abuse would be noticed and reported, she says.“The pandemic has somewhat provided an opportunity for some of this to go unrecognized,” Schulte said Tuesday.“It’s concerning, so we need to address it.”In 2016, the census recorded the fastest five-year rate of growth for seniors in 70 years, counting 5.9 million seniors in all, which also marked the first time there were more Canadians over 65 than under 14.Those figures will all get an update with this year’s census, but Statistics Canada estimated there were over 6.8 million seniors as of July 1, 2020.Canada’s grey wave is only expected to pick up speed in the coming years as more baby boomer retire, with seniors expected to make up close to one-quarter of the national population by 2030.That growth could increase the prevalence of abuse, Schulte said.In early 2015, the federal Justice Department dived into the legal definitions of elder abuse and found them to be varied across Canada and the world. It similarly found the specific terms “elder abuse” and “elder neglect” were rarely used in legislation.The paper noted that one of the central issues in defining elder abuse was whether it could only be limited to actions by a person in a position of trust, like a caregiver or relative, or could include acts by strangers as well.“It’s really a barrier for collecting data and collaboration if we’re not all working from the same frame,” Schulte said.The government’s consultations will run until July 22, and next week Schulte and Justice Minister David Lametti are scheduled to hold virtual roundtables on the matter.—The Canadian PressRELATED: How to avoid scams targetting seniorsFederal PoliticsHealthSeniorshttps://www.nanaimobulletin.com/news/liberal-government-moves-to-define-elder-abuse-to-better-target-ways-to-stop-it/"
44,https://www.nanaimobulletin.com/news/b-c-senior-calls-driving-exams-for-seniors-aged-80-and-up-unfair/,"Jun 1, 2021",B.C. senior calls driving exams for seniors aged 80 and up ‘unfair’,"A Qualicum Beach resident believes B.C. exams for drivers aged 80 and up to be unfair.With Parksville Qualicum Beach having one of the oldest demographics in Canada, Judy Southern, who has been involved with the Qualicum Beach Senior’s Activities Centre for nearly 20 years, said she has heard seniors discuss the “unfairness” of the exams.“One must arrange an appointment with a doctor… if they have a doctor and then pay for it,” said Southern. “Doctors charge, at their discretion. If one is lucky the doctor knows you well and may not feel that you need a follow-up cognitive test or road test.”RoadSafetyBC, the B.C. government’s agency responsible for road safety, mandates persons 80 and above to renew their driver’s licence every two years. They are required to get a medical examination report to be completed by their physicians.The medical report includes checks for cognition, eyesight and overall physical health. Medical Services Plan does not cover the cost of the exam which varies anywhere from $50 and up depending on the physician.RELATED:B.C. takes new approach to testing older driversThose that fail the medical exams, however, may end up having to take the Enhanced Road Assessment to determine whether they are fit to drive. It is free of charge but it takes a 90 minutes to complete and includes a pre-trip vehicle orientation, a 45-minute on-road drive and a post-trip review.RoadSafetyBC indicated a driver cannot pass or fail an enhanced road assessment. It’s just a process to determine the person’s fitness and ability to drive.Southern understands that as people age, some cognitive abilities change. She also agrees that all provinces do require a review of a senior’s driving. However, she claimed that British Columbia has the “least humane” and “most expensive” system of any province.“The road test for seniors is twice as lengthy as for any other age group,” said Southern. “Some seniors who have never had problems driving suffer extreme anxiety at the process – and, sadly, failure is pretty much guaranteed.”googletag.cmd.push(function() { googletag.display('div-gpt-3');gptRefreshSlots.push(3); });googletag.cmd.push(function() { googletag.display('div-gpt-4');gptRefreshSlots.push(4); });Jason Watson, communications manager for the Public Safety and Solicitor General Communications Office, indicated that RoadSafetyBC’s goal is to allow people to drive for as long as they safely can.“The primary tool we use to assess driver fitness is the Driver’s Medical Examination Report, which a physician completes,” he said. “Doctors charge a fee for this exam, and they’re entitled to set the amount, which can vary – but Doctors of BC recommends that physicians reduce or waive the fee for patients who are experiencing economic hardship. This has been the approach in British Columbia for at least a decade.”Watson pointed out not all medical information received from the DMER leads to road testing or further action by the Superintendent of Motor Vehicles.RoadSafetyBC sends about 70,000 examination reports to drivers 80 and over and statistics every year and data shows that 98 per cent keep their driving privileges.Parksville resident Dennis Belliveau had a business he sold recently that required him to drive to various locations on Vancouver Island. He is 84 and has had to deal with the RoadSafetyBC mandate. But he doesn’t have any problems with the RoadSafetyBC requirements.“I’ve have not encountered any challenges at all,” said Belliveau. “The first step of that process is a medical and I have gone through that on both ocassions and had no problems with that. I get a few questions from my doctor. I drive a lot of miles so I have to be very careful. I do 50,000 kilometres a year.”Belliveau said he reads the ICBC guidelines and driving instruction books to keep himself updated with the latest requirements. He advises other seniors to do it as well.“I want to make sure I am up to speed on all aspects and the reason I pay attention to my driver’s licence, my business depends on me to have a valid licence,” said Belliveau. “If I don’t have one, my business is dead. I can’t go out. So I can’t afford to lose my driver’s licence at least up until a couple of weeks before I sold the company.”googletag.cmd.push(function() { googletag.display('div-gpt-56');gptRefreshSlots.push(56); });Belliveau acknowledged there may be some seniors who find the current process difficult. But at this time, he said, he’s had no issues.Southern wants to collect feedback from the public to help raise this matter with the government.“You might not be 80 years old right now but someday you will be,” said Southern.She said there is a plan afoot to gather people on the steps of the Parliament Buildings in Victoria to protest the unfairness to seniors once the COVID-19 pandemic is over.“I replied that I was certain we could add substantial numbers from the (Parksville Qualicum Beach) area,” said Southern.Feedback or concerns can be emailed to Southern atjnsouthern@shaw.ca.Currently, due to the COVID-19 pandemic, Watson said, RoadSafetyBC temporarily stopped issuing routine age-based DMERs on Dec. 16.“We want to support the ability of medical practitioners to respond to priority medical cases affecting seniors and other during this difficult time.”For more news from Vancouver Island and beyond delivered daily into your inbox, pleaseclick here.googletag.cmd.push(function() { googletag.display('div-gpt-57');gptRefreshSlots.push(57); });Michael.Briones@pqbnews.comLikeusonFacebookandfollowusonTwitterhttps://www.nanaimobulletin.com/news/b-c-senior-calls-driving-exams-for-seniors-aged-80-and-up-unfair/"
45,https://www.nanaimobulletin.com/marketplace/changing-care-needs-doesnt-have-to-mean-changing-homes/,"May 31, 2021",Changing care needs doesn’t have to mean changing homes,"First, the time comes to sell the family home: maybe household chores are sapping your energy, or maybe you’re feeling isolated and alone. Downsizing can be emotional and challenging, but it certainly helps ease the transition if you move into a beautiful, vibrant community likeBerwick on theLake.After a few weeks to adjust to paradise, you’re sure to love living in a resort-style community hugging the shores of Long Lake in Nanaimo. You’ll develop a routine — hikes by the river, evening cocktail hours, card games, classes — and grow deep friendships with your neighbours and staff.After a few years your needs may change again, and it will be time to arrange more care. If you’d chosen a different independent living community you may have to face another move, but Berwick on the Lake can beyour home at everystage.“A lot of people don’t realize we offer three levels of care, all under one roof. It means that you can continue your friendships and your routine, even when your medical needs change,” says Kat Theus, Community Relations Manager for Berwick on the Lake.3 Levels of careIndependent living:Freedom from household chores and cooking, and the choice to live your days as you please. Enjoy community events in Nanaimo or farther afield, or take advantage of the hospitality and activities at Berwick.Enhanced living services:Staff at Berwick will work with you to schedule additional services and supports when you need them, so you can continue to live independently.Licensed care:24/7 supportive care in one of the Brio Care Suites at Berwick. A team of licensed skilled nurses and registered care aids help you stay comfortable and engaged. Since the Brio Care Suites are under the same roof as the rest of Berwick, you can continue to keep up with friends and enjoy your regular routine.“We can provide many types of around-the-clock care and respite in the Brio Care Suites. The beauty of Brio is that you continue to have access to all that the rest of Berwick has to offer,” Theus says.With three dining rooms to choose from for every meal and a picturesque location on the lake, it’s no surprise that seniors move in from around the world. It’s also a popular place for staff — many have happily worked at Berwick on the Lake for years or decades, which is rare in senior living.“It makes a huge difference that we’re locally owned and operated by Gordon and Chris Denford. They’re very involved in the day-to-day operations and are very resident-focused. Employees are really happy here, and of course that makes our residents happy too.”Follow Berwick on the Lake onInstagramto keep up with the daily adventures of residents, and visitberwickretirement.com/bolto learn more about life at Berwick on the Lake. To schedule a tour, contact Kat Theus at 250-729-3102 or emailberwickonthelake@berwickrc.com.Seniorsseniors housingWith three dining rooms to choose from for every meal and a picturesque location on the lake, it’s no surprise that seniors move into Berwick on the Lake from around the world.https://www.nanaimobulletin.com/marketplace/changing-care-needs-doesnt-have-to-mean-changing-homes/"
46,https://www.nanaimobulletin.com/news/volunteers-working-on-citys-age-friendly-plan-want-to-hear-from-nanaimos-seniors/,"May 18, 2021",Volunteers working on city’s age-friendly plan want to hear from Nanaimo’s seniors,"The pandemic has been particularly challenging for many seniors, so Nanaimo will have some making up to do in its efforts to be an age-friendly community moving forward.Nanaimo city counciladopted an age-friendly plan in 2019and since then, volunteers have been working on ways to implement some of the plan’s goals.Some of the initial work has included development of a Nanaimo Age Friendly Community website that serves as a directory for community programs, services and businesses, along with social media outreach and consultation with stakeholders.“A lot of people think they know what seniors want, rather than asking them…” said Eileen Page, a director with the Nanaimo Age Friendly Community Society. “We think it’s really a good time to connect with seniors and say, ‘hey, these things have happened, are these valuable, and what else is there that you want to see happen?’”She said the COVID-19 pandemic has “detoured” avenues for social inclusion for seniors, though she notes that it has also created new opportunities for online gatherings such as Zoom meetings and workshops.“There’s ways to have groups and participative things, so that would be helpful,” Page said. “[Though] we’re very aware there’s lots of seniors still who do not have that sort of technology.”Nanaimo Age Friendly Community has a few specific questions for seniors as the next phase of its engagement. It wishes to ask seniors if they have access to employment and volunteer opportunities, if they are accepted in roles of civic participation, and if they have opportunities for social inclusion. The society is also curious how seniors rate the level of respect they generally receive. As well, Nanaimo Age Friendly Community wants to know if seniors are accessingthe Facebook pageandthe websiteand other seniors directories.The volunteers say they have a lot of objectives they wish to address, and keeping seniors informed and connected is a start.“We try to make sure that things are glued together so that seniors can find who offers what at any particular time,” Page said.Residents 55 and older or their family members or caregivers are asked to contact Nanaimo Age Friendly Society by e-mailingagefriendlynanaimo@gmail.comor calling 250-924-5520.READ ALSO:Society asks for volunteers to help make Nanaimo more age-friendlyREAD ALSO:City of Nanaimo aiming to be an age-friendly communityeditor@nanaimobulletin.comLike us onFacebookand follow us onTwitterCommunitySeniorshttps://www.nanaimobulletin.com/news/volunteers-working-on-citys-age-friendly-plan-want-to-hear-from-nanaimos-seniors/"
47,https://www.nanaimobulletin.com/marketplace/3-ways-to-fix-hearing-aids-when-they-seem-useless/,"May 17, 2021",3 ways to fix hearing aids when they seem ‘useless’,"Hanan Merrill, a hearing practitioner and owner ofNanaimo HearingClinic, says it’s fairly common for people to feel frustrated with their hearing aids.“When you spend thousands of dollars on a piece of technology, you expect it to work. When hearing aids have poor sound, screeching feedback or feel uncomfortable, it makes sense to think they’re useless. But you don’t have to throw them out or give up.”Hanan says hearing aids aren’t like other technology that you can choose based on look, feel or price. If you buy a new TV, all you have to do is take it home and plug it in and — poof — it will work just like it did in the store. Hearing aids require specialized fitting, time for adjustment, and their function is not universal — the “best” hearing aid is different for everyone.Poor fit“When hearing aids don’t fit properly, it can make someone feel like saying, ‘These hearing aids are pointless!’” Hanan says.Some examples of poor fit include:The wrong tips for your earImproperly tunedPain or pinchingA poor seal that keeps in too much sound, or lets too much sound out, causing squeals and squeaksPoor use“You’d be surprised how many people — even among people who’ve been using hearing aids for a long time — are doing a few key things wrong! It makes the whole experience feel like a waste,” Hanan says.Visit a hearing specialist for advice on proper hearing aid use.Poor expectationsIt can be a tough pill to swallow, but hearing aids can’t fix everything. They are marvellous devices that make a huge difference for many people, improving their quality of life dramatically. But the raw truth remains: they don’t fix the ear.“They can only help the hearing you currently have,” Hanan says. “Having proper expectations about what they can and can’t do for you, and learning strategies to use around your hearing aids to get the most out of them, is also critical to your success.”Better hearing in Nanaimo“I really enjoy the opportunity to help people, when they come in frustrated and don’t know what’s wrong. It’s often a really simple fix!”Hanan offers free performance reviews of hearing aids at the Nanaimo Hearing Clinic. Book an appointment by calling 250-585-4100 or atnanaimohearingclinic.com/contact. Find Nanaimo Hearing Clinic at501-800 Turner Rdin Cactus Club Plaza.Health and wellnessSeniorshttps://www.nanaimobulletin.com/marketplace/3-ways-to-fix-hearing-aids-when-they-seem-useless/"
48,https://www.nanaimobulletin.com/news/canadian-seniors-vaccinated-in-higher-numbers-for-covid-19-than-for-the-flu-phac/,"Apr 29, 2021",Canadian seniors vaccinated in higher numbers for COVID-19 than for the flu: PHAC,"Health Canada data suggest seniors are getting vaccinated in higher numbers for COVID-19 than they did for the flu.Deputy Chief Public Health Officer Dr. Howard Njoo says almost nine in 10 Canadians over the age of 80 have now received at least one dose of a COVID-19 vaccine.He also says at least one dose has been more than eight in 10 people in their 70s.Health Canada’s annual flu shot survey found about seven in 10 seniors were vaccinated for this year’s flu season.Nationally, close to 12 million Canadians have been given at least their first dose of vaccine, with close to a quarter-million doses now being injected every day.Njoo says the harsher outcomes of COVID-19 for seniors may be driving more of them to get vaccinated against it, but he says he hopes this will help encourage increased uptake of all vaccines.Like us onFacebookand follow us onTwitter.Want to support local journalism? Make a donationhere.CoronavirusSeniorsvaccineshttps://www.nanaimobulletin.com/news/canadian-seniors-vaccinated-in-higher-numbers-for-covid-19-than-for-the-flu-phac/"
49,https://www.nanaimobulletin.com/news/vancouver-island-senior-rewards-student-saviour/,"Apr 23, 2021",Vancouver Island senior rewards student saviour,"A seniors’ misfortune after a fall in a Chemainus park quickly turned to good fortune when a Chemainus Secondary School student with first aid training who just happened to be in the vicinity provided much-needed assistance.Nancy Bright is most appreciative of the actions of Grade 8 student Grayson Magee and presented him with a $50 cash reward at the school Thursday.Bright was walking in Askew Creek Park across the street from her residence when she took a tumble. There was no one in sight as she lay flat on her face.“I was daydreaming instead of watching my feet,” she said. “I just lay there, glasses mashed against my face, unable to move. Eventually, I was able to turn on my side and then sit up when this young fellow came to my aid. He asked if I was alright, if I wanted him to call 911 and offered to help get me up.“When I managed to get on my knees and hands he knelt and offered his knee for support on which to put one hand so I could push myself up with the other. He said that he was trained in first aid and his quiet assured manner proved that he had learned his skill well.”Magee said he took a first aid course about a year ago. He and other students were at the park during a physical education class playing a game of ‘Capture the Flag.’“I’d just gone in to check if there was somebody hiding in the bushes,” he said. “When I saw her face down in the dirt, it was like ‘oh, gosh.’ I run over and I guess instinct just kicked in.”Bright did not require medical assistance, but suffered bruising on her face, mid-section and leg. Magee stayed with her to ensure she could make it home.“When I was once again on my feet, he continued to assist me, identifying my abrasions and pouring his water over the scrapes on my hand,” Bright indicated. “When I could walk again and felt ready to move towards home, he walked with me for a good part of the way, quietly pointing out the hazards, until he felt that I could safely continue on my own.“Throughout, I could best describe his behaviour as gentle professionalism, far more than I would expected of someone his age.”As a retired secondary school teacher from Ontario, Bright has seen the good in young people far more than the opposite.“I’d say nice students are the majority and the bad apples make it difficult,” she said.Bright did not ask for the student’s name at the time so she made an effort to track him down the day after the incident. She wrote a letter to Chemainus Secondary School and learned Magee was the young man who helped.An informal ceremony was set up outside the school and Bright made the cash presentation to Magee and thanked him publicly again.And what’s he going to do with the money? “Keep it in my wallet till something comes up,” Magee said.“May good karma go with him,” enthused Bright.For more news from Vancouver Island and beyond delivered daily into your inbox, pleaseclick here.RELATED: Good Samaritan climbs B.C. tree to rescue eagle impaled on branchRELATED: Parksville senior on scooter, stuck in snow, gets a tow homeHikingrescueSchoolsSeniorsStudentsNancy Bright displays bruising around her eye. She had similar bruising on other parts of her body after falling in a park. (Photo by Don Bodger)Nancy Bright went to Chemainus Secondary School Thursday to present a reward to student Grayson Magee for helping her after a fall. (Photo by Don Bodger)The man of the hour Grayson Magee. (Photo by Don Bodger)Grayson Magee sprung into action to help Nancy Bright after she fell in a Chemainus park. (Photo by Don Bodger)The incident where Nancy Bright fell and student Grayson Magee came to her aid happened in Askew Creek Park. (Photo by Don Bodger)The entrance to Askew Creek Park. Nancy Bright lives right across the street but ran into trouble at the park after taking a nasty tumble. (Photo by Don Bodger)https://www.nanaimobulletin.com/news/vancouver-island-senior-rewards-student-saviour/"
50,https://www.nanaimobulletin.com/marketplace/the-3-types-of-hearing-clinics-and-the-pros-and-cons-of-each/,"Apr 19, 2021","The 3 types of hearing clinics, and the pros and cons of each","If you’ve realized it’s time for hearing aids, you’ve probably noticed there is alotof choice. A hearing practitioner can help you narrow down the brands and models, but first you have to choose a practitioner!Hanan Merrill, a hearing practitioner and owner ofNanaimo HearingClinic, shares the three types of hearing clinics, and the pros and cons of each.1. Big box store clinicsThere’s no doubt it’s convenient to pick up new hearing aids while shopping for groceries or patio furniture, and Hanan says big box stores usually have the cheapest prices, too. But it comes at a cost.“You typically sacrifice service. If you know exactly which brand and model of hearing aid you need, you might do just fine at a big box store. But not everyone adapts to hearing aids quickly, and most people need extra support to achieve satisfying results,” he says.Many people need to try a variety of brands before they find one that feels comfortable, or need coaching and fine-tuning to adapt the sound to their needs. That level of service isn’t always offered at big box stores.2. Chains and Franchises“The biggest advantage of chain hearing clinics is that you can access their services across the country,” Hanan says.When you invest in hearing aids, servicing is often included. So if you think you might move, purchasing from a chain is a smart move. But the selection at chain hearing clinics is often reduced, and you may not get the best advice.“Most franchises are owned or heavily funded by a manufacturer, which means you have less choice, and are strongly encouraged to choose a specific brand. You may get lucky and find a good fit, or you may end up with a brand that doesn’t work for you.”3. Independent hearing clinicsFor strong service, great selection and unbiased advice, independent hearing clinics are usually your best choice. Most aren’t funded by a specific brand or manufacturer, and are locally owned and operated to keep money in your community.“Sure, as the owner of an independent clinic I’m biased, but they generally offer the best service. When you’re spending thousands of dollars to improve your hearing, you want every possible advantage to achieve the best result. Independent clinics offer the widest selection and personalized service to find you the right fit,” Hanan says.Ready to learn more? Book an appointment by calling 250-585-4100 or atnanaimohearingclinic.com/contact. Find Nanaimo Hearing Clinic at501-800 Turner Rdin Cactus Club Plaza.Health and wellnessSeniorshttps://www.nanaimobulletin.com/marketplace/the-3-types-of-hearing-clinics-and-the-pros-and-cons-of-each/"
51,https://www.nanaimobulletin.com/trending-now/abbotsford-woman-receives-more-than-600-cards-from-public-for-100th-birthday/,"Apr 14, 2021",Abbotsford woman receives more than 600 cards from public for 100th birthday,"An Abbotsford woman couldn’t have a celebration for her 100th birthday on March 18, due to the pandemic, but the public made up for it by sending her more than 600 cards.Dorothy Agnew received the greetings after her family made a public request through the media prior to her birthday.Agnew was still receiving the cards as of Tuesday (April 13).Among the mail she received were official letters from the Queen and several Members of Parliament, cards from students at four schools, and two cards signed by members of the Abbotsford Police Department (APD).RELATED:Birthday cards requested for Abbotsford woman turning 100The APD also gave her a special coin and a book on the history of the local police department signed by Chief Mike Serr.Her granddaughter Shelley Darlington said all the attention even perked up Agnew’s 97-year-old brother, who lives in the same building as her.“Her younger brother Jack, who said he didn’t want to live to 100 because of all the fuss, changed his mind when he saw the book (from the APD). Like true siblings, Grandma told her little brother to get his hands off HER book.”The cards came from all over, including Saskatchewan, Ontario and Tennessee.Agnew also received a drive-by birthday parade, flowers, gifts and a three-piece cake that spelled out her age. The cake was made by Tasty Treats Fraser Valley in Aldergrove and purchased by Perfection Cleaning.Darlington said Agnew was thrilled with all the greetings.“She is so grateful for all the love shown to her by strangers. She cannot believe that people that don’t know her took the time to send her a card,” she said.“Our family is so grateful to everyone who helped make my grandma’s birthday special and memorable one in this tough time we are all in.”Agnew was born March 18, 1921 in New Westminster, and still lives on her own. She has three children, five grandchildren and seven great-grandchildren. Her first great-great-grandchild is due in June.vhopes@abbynews.comLike us onFacebookand follow us onTwitterSeniorsDorothy Agnew of Abbotsford received more than 600 cards from the public for her recent 100th birthday. (Submitted photo)https://www.nanaimobulletin.com/trending-now/abbotsford-woman-receives-more-than-600-cards-from-public-for-100th-birthday/"
52,https://www.nanaimobulletin.com/news/smiles-abound-as-b-c-seniors-in-care-get-to-see-their-families-again/,"Apr 3, 2021",Smiles abound as B.C. seniors in care get to see their families again,"Easing of long-term care visitation rules came in place yesterday (Thursday, April 1), and it’s meaning a world of difference to many seniors in B.C., including in Langley.Hundreds of people living in local long-term care homes have been able to see and hug family members they haven’t seen for more than a year.Rita Humber, 89, for instance, was delighted to see her 13-year-old granddaughter today.Humber, a resident of Marwood House at Langley Memorial Hospital said she was so thankful for the vaccine and the fact that she could see and hug her family.“So happy!,” she shared.Provincial health officer Dr. Bonnie Henry and Health Minister Adrian Dix announced back on March 25 that the rules would be eased in care homes effect the start of this month.“This pandemic has taken an incredible toll on people in long-term care and on their loved ones,” said Dix.“We are grateful for the sacrifices people living and working in long-term care and their families have made to keep one another safe. With vaccines bringing an important layer of protection for everyone in our province, it is a safe time to ease visitor restrictions and support safe social connections for people in long-term care.”RECENT: B.C. stops indoor dining, fitness, religious service due to COVID-19 spikeAs of Thursday, all residents in long-term care and assisted living are able to have frequent, routine opportunities for social visitation.Eased restrictions include:• removing the requirement for a single designated social visitor to allow for additional family and friends to visit long-term care and assisted living residents;• expanding the number of visitors so up to two visitors, plus a child, will be allowed to visit at a time, allowing people to connect in small groups;• changing the allowable location of visits so family and friends can visit in residents’ rooms without staff present; and• allowing physical touch between visitors and residents, provided appropriate infection prevention and control measures, like masks and hand hygiene, are in place.Social visitation will continue to be suspended during outbreaks and will continue to require advanced booking, visitor health screening, use of medical masks and frequent hand hygiene.“Changes to long-term care visitation to allow for increased social connection are incredibly welcome news for seniors and Elders in long-term care, and the communities that support them,” said Mable Elmore, parliamentary secretary for seniors services and long-term care.“Through the unprecedented challenges this pandemic has posed, B.C. has taken strong action to protect people in long-term care and their loved ones, and we will continue to do everything we can to keep people in long-term care healthy and safe, both during this pandemic and beyond.”Early in the pandemic, public health officials identified people living in long-term care and assisted living as particularly vulnerable to severe outcomes from COVID-19. In response, the province implemented lockdown protocols for those seniors, to keep them safe and healthy.“This year has been challenging for all of us, but the challenges for those living and working in long-term care and their loved ones have been among the greatest we have faced,” said Henry.“Now that the most vulnerable among us have received a vaccine, we are safely amending restrictions to give people in long-term care greater opportunities to connect with the people they love.”People living and working in long-term care and assisted living were among the very first to receive COVID-19 vaccinations as a part of B.C.’s strategy to use vaccines to protect those most vulnerable to severe illness first and reduce transmission in high-risk settings.RELATED – Staff shortage during B.C.’s deadliest COVID-19 care home outbreak: reportMORE: Canada’s long-term care residents got less medical care in 1st wave of pandemic: reportHave a story tip? Email:news@langleyadvancetimes.comLike us onFacebookand follow us onTwitter.https://www.nanaimobulletin.com/news/smiles-abound-as-b-c-seniors-in-care-get-to-see-their-families-again/"
53,https://www.nanaimobulletin.com/news/b-c-seniors-ages-72-and-up-can-now-call-to-book-a-covid-vaccine/,"Apr 1, 2021",B.C. seniors ages 72 and up can now call to book a COVID vaccine,"Seniors born in 1949 or earlier who live anywhere in B.C. can now book COVID-19 vaccine appointments.The province opened up new availability for seniors ages 72 and up on Thursday (April 1).People deemed extremely clinically vulnerable should have already, or will soon, receive letters from the health ministry inviting them to make an appointment starting Monday.​Fraser Health Authority: 1-855-755-2455​Interior Health Authority: 1-877-740-7747Northern Health Authority: 1-844-255-7555​Vancouver Coastal Health Authority: 1-877-587-5767​Vancouver Island Health Authority : 1-833-348-4787​Call centres are open from 7 a.m. to 7 p.m. each day, with reduced hours on statutory holidays. Call centre operators will ask for a legal name, date of birth, postal code, personal health number, phone number and an email address. They will not ask for banking or credit card information, nor for social insurance numbers.These regional call centres will shut down April 18 and will be replaced with a single phone number for all of B.C.. An online provincial registration and booking system is scheduled to launch on April 6.READ MORE:All Indigenous adults in B.C. now eligible for COVID-19 vaccineREAD MORE:AstraZeneca vaccine to be offered to Lower Mainland residents ages 55-65 starting March 31READ MORE:London Drugs denies claims ‘insiders’ got AztraZeneca first; says it had no advance warning@katslepiankatya.slepian@bpdigital.caLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.CoronavirusSeniorsvaccineshttps://www.nanaimobulletin.com/news/b-c-seniors-ages-72-and-up-can-now-call-to-book-a-covid-vaccine/"
54,https://www.nanaimobulletin.com/community/volunteer-wins-provincial-award-for-chronicling-life-at-nanaimo-dementia-care-home/,"Mar 27, 2021",Volunteer wins provincial award for chronicling life at Nanaimo dementia care home,"A Nanaimo volunteer has helped keep seniors’ minds sharp at Eden Gardens, earning him provincial recognition.The Gold Apple awards, presented by the Health Employers Association of B.C., recognize individuals and teams in the province’s health care community. Prior to loosening of COVID-19 visitation restrictions on March 25, access to the long-term dementia care facility had been limited, and the work of Joe Wittkofski, a five-year volunteer at Eden Gardens, has lifted spirits.Wittkofski, who formerly owned a video company in the U.S., has photographed and filmed residents, helping to bridge the gap with their families. He has contributed to Eden Gardens’ fundraising efforts, taking photos for calendars, hanging his works on the walls and working with local quilters to adorn the walls of Eden Gardens with the bright textiles.Sandy Parise, executive assistant at Eden Gardens, said Wittkofski’s work has stimulated residents’ minds at the dementia care facility.“They love it when we share it with them. Their families love it when we share any of those events with the families as well,” said Parise. “Joe’s also done a lot for engagement when the families take their loved ones up the hall. He’s done little picture montages of different scenes that will twig their reminiscent memories as well.”Tony Woods, Eden Gardens’ longtime cook, also said Wittkofski’s “amazing” work is valuable.“It makes a difference in the residents as they can go back and look at these and it makes a big difference for the staff too because we don’t all get to engage in all of these things and see what’s going on … it takes a big thing for a person to volunteer their time to come in make everyone else’s day a little bit brighter,” said Woods.In terms of his feelings about the award, Wittkofski said he was caught off-guard.“I’m more embarrassed than anything because I really feel like what I’m doing here is so insignificant compared to what the people who work here do,” Wittkofski said. “That was my whole rationale for getting involved in this, because when I first came over and you see the love and care that these people [give] 24 hours a day … I thought I should be able to do something here.”Parise said Eden Gardens is currently short of volunteers. Anyone looking to assist is asked to visitwww.edengardens.ca/volunteer-with-us/.RELATED:Eden Gardens’ calendar features Beatles-inspired picREAD ALSO:B.C. gov’t to allow more visitors at senior care facilitiesREAD ALSO:Eden Gardens wants to make new forest trail more accessiblereporter@nanaimobulletin.comLike us onFacebookand follow Karl onTwitterandInstagramCoronavirusHealthcareSeniorsVoluteershttps://www.nanaimobulletin.com/community/volunteer-wins-provincial-award-for-chronicling-life-at-nanaimo-dementia-care-home/"
55,https://www.nanaimobulletin.com/news/cost-of-elder-care-expected-to-double-by-2031-as-baby-boomers-turn-75-cma-study/,"Mar 25, 2021",Cost of elder care expected to double by 2031 as baby boomers turn 75: CMA study,"A new study commissioned by the Canadian Medical Association predicts the cost of elder care will nearly double by 2031, going from $30 billion per year to close to $60 billion.The report notes that the added strain on the system is expected as baby boomers — the oldest of whom turn 75 this year — move into age groups associated with higher care needs.The report estimates that 606,000 patients will seek long-term care in 2031, up from 380,000 in 2019.The demand for home care will also increase to roughly 1.8 million patients, the CMA says, up from nearly 1.2 million. The increase is projected to cost $490.6 billion over the next 10 years.CMA president Dr. Ann Collins says the COVID-19 pandemic has exposed “major cracks in seniors’ care,” adding that improvements beyond “tinkering around the edges” are needed.The study highlights potential solutions that could lower the cost of services, noting a downward trend in the use of long-term care by seniors.The CMA says 37,000 Canadians could be diverted from long-term care by 2031 if that trend is sustained by making better use of home care. The move would result in an estimated savings of $794 million per year.The doctors’ group says it is using its report to press the federal government for new demographic-based annual funding to the provinces and territories to support improving elder care, as well as a pan-Canadian plan to improve elder care in Canada.“It is not hard to imagine what awaits (seniors) in the next decade with no plan in place to address a growing demand for care along with changing expectations for aging at home,” Collins said in a release.ALSO READ:COVID hospitalization costs $23,000 per stay, four times as much as average: CIHIThe Canadian PressLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.HealthcareSeniorshttps://www.nanaimobulletin.com/news/cost-of-elder-care-expected-to-double-by-2031-as-baby-boomers-turn-75-cma-study/"
